Store,Date,Temperature,Fuel_Price,CPI,Weekly_Sales
1,1/10/2010,71.89,2.603,211.6719895,1453329.5
1,8/10/2010,63.93,2.633,211.7467544,1508239.93
1,15-10-2010,67.18,2.72,211.8137436,1459409.1
1,22-10-2010,69.86,2.725,211.8612937,1345454
1,29-10-2010,69.64,2.716,211.9088438,1384209.22
1,5/11/2010,58.74,2.689,211.9563939,1551659.28
1,12/11/2010,59.61,2.728,212.003944,1494479.49
1,19-11-2010,51.41,2.771,211.8896737,1483784.18
1,26-11-2010,64.52,2.735,211.7484333,1955624.11
1,3/12/2010,49.27,2.708,211.607193,1548033.78
1,10/12/2010,46.33,2.843,211.4659526,1682614.26
1,17-12-2010,49.84,2.869,211.4053124,1891034.93
1,24-12-2010,52.33,2.886,211.4051222,2387950.2
1,31-12-2010,48.43,2.943,211.4049321,1367320.01
1,7/1/2011,48.27,2.976,211.4047419,1444732.28
1,14-01-2011,35.4,2.983,211.4574109,1391013.96
1,21-01-2011,44.04,3.016,211.8272343,1327405.42
1,28-01-2011,43.83,3.01,212.1970577,1316899.31
1,4/2/2011,42.27,2.989,212.5668812,1606629.58
1,11/2/2011,36.39,3.022,212.9367046,1649614.93
1,18-02-2011,57.36,3.045,213.2478853,1686842.78
1,25-02-2011,62.9,3.065,213.535609,1456800.28
1,4/3/2011,59.58,3.288,213.8233327,1636263.41
1,11/3/2011,53.56,3.459,214.1110564,1553191.63
1,18-03-2011,62.76,3.488,214.3627114,1576818.06
1,25-03-2011,69.97,3.473,214.5999389,1541102.38
1,1/4/2011,59.17,3.524,214.8371664,1495064.75
1,8/4/2011,67.84,3.622,215.0743939,1614259.35
1,15-04-2011,71.27,3.743,215.2918561,1559889
1,22-04-2011,72.99,3.807,215.4599053,1564819.81
1,29-04-2011,72.03,3.81,215.6279544,1455090.69
1,6/5/2011,64.61,3.906,215.7960035,1629391.28
1,13-05-2011,75.64,3.899,215.9640526,1604775.58
1,20-05-2011,67.63,3.907,215.7339202,1428218.27
1,27-05-2011,77.72,3.786,215.5037878,1466046.67
1,3/6/2011,83,3.699,215.2736553,1635078.41
1,10/6/2011,83.13,3.648,215.0435229,1588948.32
1,17-06-2011,86.41,3.637,214.9980596,1532114.86
1,24-06-2011,83.58,3.594,215.0910982,1438830.15
1,1/7/2011,85.55,3.524,215.1841368,1488538.09
1,8/7/2011,85.83,3.48,215.2771754,1534849.64
1,15-07-2011,88.54,3.575,215.3611087,1455119.97
1,22-07-2011,85.77,3.651,215.4222784,1396926.82
1,29-07-2011,86.83,3.682,215.4834482,1352219.79
1,5/8/2011,91.65,3.684,215.544618,1624383.75
1,12/8/2011,90.76,3.638,215.6057878,1525147.09
1,19-08-2011,89.94,3.554,215.6693107,1530761.43
1,26-08-2011,87.96,3.523,215.7332258,1464693.46
1,2/9/2011,87.83,3.533,215.7971409,1550229.22
1,9/9/2011,76,3.546,215.861056,1540471.24
1,16-09-2011,79.94,3.526,216.0410526,1514259.78
1,23-09-2011,75.8,3.467,216.3758246,1380020.27
1,30-09-2011,79.69,3.355,216.7105965,1394561.83
1,7/10/2011,69.31,3.285,217.0453684,1630989.95
1,14-10-2011,71.74,3.274,217.3552733,1493525.93
1,21-10-2011,63.71,3.353,217.5159762,1502562.78
1,28-10-2011,66.57,3.372,217.6766791,1445249.09
1,4/11/2011,54.98,3.332,217.837382,1697229.58
1,11/11/2011,59.11,3.297,217.9980849,1594938.89
1,18-11-2011,62.25,3.308,218.2205088,1539483.7
1,25-11-2011,60.14,3.236,218.4676211,2033320.66
1,2/12/2011,48.91,3.172,218.7147333,1584083.95
1,9/12/2011,43.93,3.158,218.9618456,1799682.38
1,16-12-2011,51.63,3.159,219.1794533,1881176.67
1,23-12-2011,47.96,3.112,219.3577216,2270188.99
1,30-12-2011,44.55,3.129,219.5359898,1497462.72
1,6/1/2012,49.01,3.157,219.7142581,1550369.92
1,13-01-2012,48.53,3.261,219.8925263,1459601.17
1,20-01-2012,54.11,3.268,219.9856893,1394393.84
1,27-01-2012,54.26,3.29,220.0788523,1319325.59
1,3/2/2012,56.55,3.36,220.1720153,1636339.65
1,10/2/2012,48.02,3.409,220.2651783,1802477.43
1,17-02-2012,45.32,3.51,220.4257586,1819870
1,24-02-2012,57.25,3.555,220.636902,1539387.83
1,2/3/2012,60.96,3.63,220.8480454,1688420.76
1,9/3/2012,58.76,3.669,221.0591887,1675431.16
1,16-03-2012,64.74,3.734,221.2118132,1677472.78
1,23-03-2012,65.93,3.787,221.2864126,1511068.07
1,30-03-2012,67.61,3.845,221.3610119,1649604.63
1,6/4/2012,70.43,3.891,221.4356112,1899676.88
1,13-04-2012,69.07,3.891,221.5102105,1621031.7
1,20-04-2012,66.76,3.877,221.5640737,1521577.87
1,27-04-2012,67.23,3.814,221.6179368,1468928.37
1,4/5/2012,75.55,3.749,221.6718,1684519.99
1,11/5/2012,73.77,3.688,221.7256632,1611096.05
1,18-05-2012,70.33,3.63,221.742674,1595901.87
1,25-05-2012,77.22,3.561,221.744944,1555444.55
1,1/6/2012,77.95,3.501,221.7472139,1624477.58
1,8/6/2012,78.3,3.452,221.7494839,1697230.96
1,15-06-2012,79.35,3.393,221.7626421,1630607
1,22-06-2012,78.39,3.346,221.8030211,1527845.81
1,29-06-2012,84.88,3.286,221.8434,1540421.49
1,6/7/2012,81.57,3.227,221.8837789,1769854.16
1,13-07-2012,77.12,3.256,221.9241579,1527014.04
1,20-07-2012,80.42,3.311,221.9327267,1497954.76
1,27-07-2012,82.66,3.407,221.9412954,1439123.71
1,3/8/2012,86.11,3.417,221.9498642,1631135.79
1,10/8/2012,85.05,3.494,221.9584329,1592409.97
1,17-08-2012,84.85,3.571,222.0384109,1597868.05
1,24-08-2012,77.66,3.62,222.1719457,1494122.38
1,31-08-2012,80.49,3.638,222.3054805,1582083.4
1,7/9/2012,83.96,3.73,222.4390153,1661767.33
1,14-09-2012,74.97,3.717,222.5820193,1517428.87
1,21-09-2012,69.87,3.721,222.7818386,1506126.06
1,28-09-2012,76.08,3.666,222.9816579,1437059.26
1,5/10/2012,68.55,3.617,223.1814772,1670785.97
1,12/10/2012,62.99,3.601,223.3812965,1573072.81
1,19-10-2012,67.97,3.594,223.4257233,1508068.77
1,26-10-2012,69.16,3.506,223.4442513,1493659.74
2,5/2/2010,40.19,2.572,210.7526053,2136989.46
2,12/2/2010,38.49,2.548,210.8979935,2137809.5
2,19-02-2010,39.69,2.514,210.9451605,2124451.54
2,26-02-2010,46.1,2.561,210.9759573,1865097.27
2,5/3/2010,47.17,2.625,211.0067542,1991013.13
2,12/3/2010,57.56,2.667,211.037551,1990483.78
2,19-03-2010,54.52,2.72,210.8733316,1946070.88
2,26-03-2010,51.26,2.732,210.6766095,1750197.81
2,2/4/2010,63.27,2.719,210.4798874,2066187.72
2,9/4/2010,65.41,2.77,210.2831653,1954689.21
2,16-04-2010,68.07,2.808,210.1495463,1874957.94
2,23-04-2010,65.11,2.795,210.1000648,1821990.93
2,30-04-2010,66.98,2.78,210.0505833,1802450.29
2,7/5/2010,71.28,2.835,210.0011018,2042581.71
2,14-05-2010,73.31,2.854,209.9984585,1880752.36
2,21-05-2010,74.83,2.826,210.2768443,1896937.1
2,28-05-2010,81.13,2.759,210.5552301,1957113.89
2,4/6/2010,81.81,2.705,210.833616,2102539.93
2,11/6/2010,83.4,2.668,211.1120018,2025538.76
2,18-06-2010,85.81,2.637,211.1096543,2001636.96
2,25-06-2010,86.26,2.653,210.9950134,1939927.09
2,2/7/2010,82.74,2.669,210.8803726,2003940.64
2,9/7/2010,82.59,2.642,210.7657317,1880902.62
2,16-07-2010,85.32,2.623,210.7577954,1845879.79
2,23-07-2010,87.66,2.608,210.8921319,1781717.71
2,30-07-2010,83.49,2.64,211.0264684,1804246.16
2,6/8/2010,89.53,2.627,211.1608049,1991909.98
2,13-08-2010,89.05,2.692,211.2951413,1895601.05
2,20-08-2010,88.7,2.664,211.2596586,1964335.23
2,27-08-2010,87.12,2.619,211.2241759,1863840.49
2,3/9/2010,81.83,2.577,211.1886931,1904608.09
2,10/9/2010,79.09,2.565,211.1532104,1839128.83
2,17-09-2010,82.05,2.582,211.1806415,1793903.6
2,24-09-2010,81.79,2.624,211.2552578,1724557.22
2,1/10/2010,69.24,2.603,211.3298742,1827440.43
2,8/10/2010,63.19,2.633,211.4044906,1849921.44
2,15-10-2010,65.8,2.72,211.4713286,1794355.49
2,22-10-2010,68.5,2.725,211.5187208,1737947.64
2,29-10-2010,66.24,2.716,211.5661131,1802755.11
2,5/11/2010,57.85,2.689,211.6135053,1939061.41
2,12/11/2010,59.69,2.728,211.6608975,1916812.74
2,19-11-2010,50.81,2.771,211.5470304,1956739.17
2,26-11-2010,62.98,2.735,211.4062867,2658725.29
2,3/12/2010,49.33,2.708,211.265543,2015781.27
2,10/12/2010,45.5,2.843,211.1247993,2378726.55
2,17-12-2010,47.55,2.869,211.0645458,2609166.75
2,24-12-2010,49.97,2.886,211.0646599,3436007.68
2,31-12-2010,47.3,2.943,211.064774,1750434.55
2,7/1/2011,44.69,2.976,211.0648881,1758050.79
2,14-01-2011,33.02,2.983,211.1176713,1744193.58
2,21-01-2011,41.4,3.016,211.4864691,1751384.9
2,28-01-2011,42.83,3.01,211.8552668,1695371.68
2,4/2/2011,38.25,2.989,212.2240646,1929346.23
2,11/2/2011,33.19,3.022,212.5928624,2168041.61
2,18-02-2011,57.83,3.045,212.9033115,2080884.82
2,25-02-2011,60.8,3.065,213.190421,1833511.08
2,4/3/2011,57.77,3.288,213.4775305,1981607.78
2,11/3/2011,52.7,3.459,213.7646401,1879107.31
2,18-03-2011,62.32,3.488,214.0156238,1902557.66
2,25-03-2011,69.42,3.473,214.2521573,1766162.05
2,1/4/2011,55.43,3.524,214.4886908,1800171.36
2,8/4/2011,67,3.622,214.7252242,1847552.61
2,15-04-2011,69.48,3.743,214.9420631,1856467.84
2,22-04-2011,69.39,3.807,215.1096657,1886339.6
2,29-04-2011,69.21,3.81,215.2772683,1745545.28
2,6/5/2011,61.48,3.906,215.4448709,1837743.6
2,13-05-2011,74.61,3.899,215.6124735,1838513.07
2,20-05-2011,67.14,3.907,215.3834778,1688281.86
2,27-05-2011,76.42,3.786,215.1544822,1797732.56
2,3/6/2011,83.07,3.699,214.9254865,1933756.21
2,10/6/2011,83.4,3.648,214.6964908,1929153.16
2,17-06-2011,86.53,3.637,214.6513538,1953771.99
2,24-06-2011,85.17,3.594,214.7441108,1790925.8
2,1/7/2011,85.69,3.524,214.8368678,1866243
2,8/7/2011,87.7,3.48,214.9296249,1853161.99
2,15-07-2011,89.83,3.575,215.0134426,1785187.29
2,22-07-2011,89.34,3.651,215.0749122,1743816.41
2,29-07-2011,90.07,3.682,215.1363819,1680693.06
2,5/8/2011,93.34,3.684,215.1978515,1876704.26
2,12/8/2011,91.58,3.638,215.2593211,1812768.26
2,19-08-2011,89.86,3.554,215.3229307,1844094.59
2,26-08-2011,90.45,3.523,215.386897,1821139.91
2,2/9/2011,89.64,3.533,215.4508632,1809119.7
2,9/9/2011,77.97,3.546,215.5148295,1748000.65
2,16-09-2011,78.85,3.526,215.6944378,1691439.52
2,23-09-2011,75.58,3.467,216.0282356,1669299.78
2,30-09-2011,78.14,3.355,216.3620333,1650394.44
2,7/10/2011,69.92,3.285,216.6958311,1837553.43
2,14-10-2011,71.67,3.274,217.0048261,1743882.19
2,21-10-2011,64.53,3.353,217.1650042,1834680.25
2,28-10-2011,65.87,3.372,217.3251824,1769296.25
2,4/11/2011,55.53,3.332,217.4853605,1959707.9
2,11/11/2011,59.33,3.297,217.6455387,1920725.15
2,18-11-2011,62.01,3.308,217.8670218,1902762.5
2,25-11-2011,56.36,3.236,218.1130269,2614202.3
2,2/12/2011,48.74,3.172,218.3590319,1954952
2,9/12/2011,41.76,3.158,218.605037,2290549.32
2,16-12-2011,50.13,3.159,218.8217928,2432736.52
2,23-12-2011,46.66,3.112,218.9995495,3224369.8
2,30-12-2011,44.57,3.129,219.1773063,1874226.52
2,6/1/2012,46.75,3.157,219.355063,1799520.14
2,13-01-2012,45.99,3.261,219.5328198,1744725.48
2,20-01-2012,51.7,3.268,219.6258417,1711769.11
2,27-01-2012,50.5,3.29,219.7188636,1660906.14
2,3/2/2012,55.21,3.36,219.8118854,1935299.94
2,10/2/2012,46.98,3.409,219.9049073,2103322.68
2,17-02-2012,43.82,3.51,220.0651993,2196688.46
2,24-02-2012,54.63,3.555,220.275944,1861802.7
2,2/3/2012,58.79,3.63,220.4866886,1952555.66
2,9/3/2012,57.11,3.669,220.6974332,1937628.26
2,16-03-2012,63.68,3.734,220.8498468,1976082.13
2,23-03-2012,64.01,3.787,220.9244858,1790439.16
2,30-03-2012,66.83,3.845,220.9991248,1857480.84
2,6/4/2012,68.43,3.891,221.0737638,2129035.91
2,13-04-2012,68.08,3.891,221.1484028,1935869.1
2,20-04-2012,65.69,3.877,221.2021074,1847344.45
2,27-04-2012,67.2,3.814,221.255812,1764133.09
2,4/5/2012,76.73,3.749,221.3095166,1923957.09
2,11/5/2012,73.87,3.688,221.3632212,1917520.99
2,18-05-2012,71.27,3.63,221.380331,2000940.67
2,25-05-2012,78.19,3.561,221.3828029,1912791.09
2,1/6/2012,78.38,3.501,221.3852748,1910092.37
2,8/6/2012,78.69,3.452,221.3877467,2010216.49
2,15-06-2012,80.56,3.393,221.4009901,1962924.3
2,22-06-2012,81.04,3.346,221.4411622,1887733.21
2,29-06-2012,86.32,3.286,221.4813343,1881046.12
2,6/7/2012,84.2,3.227,221.5215064,2041507.4
2,13-07-2012,80.17,3.256,221.5616784,1830075.13
2,20-07-2012,83.23,3.311,221.5701123,1819666.46
2,27-07-2012,86.37,3.407,221.5785461,1757923.88
2,3/8/2012,90.22,3.417,221.5869799,1946104.64
2,10/8/2012,88.55,3.494,221.5954138,1866719.96
2,17-08-2012,84.79,3.571,221.6751459,1928016.01
2,24-08-2012,76.91,3.62,221.8083518,1876788.15
2,31-08-2012,82.64,3.638,221.9415576,1947083.3
2,7/9/2012,87.65,3.73,222.0747635,1898777.07
2,14-09-2012,75.88,3.717,222.2174395,1814806.63
2,21-09-2012,71.09,3.721,222.4169362,1829415.67
2,28-09-2012,79.45,3.666,222.6164329,1746470.56
2,5/10/2012,70.27,3.617,222.8159296,1998321.04
2,12/10/2012,60.97,3.601,223.0154263,1900745.13
2,19-10-2012,68.08,3.594,223.0598077,1847990.41
2,26-10-2012,69.79,3.506,223.0783366,1834458.35
3,5/2/2010,45.71,2.572,214.4248812,461622.22
3,12/2/2010,47.93,2.548,214.5747916,420728.96
3,19-02-2010,47.07,2.514,214.6198868,421642.19
3,26-02-2010,52.05,2.561,214.6475127,407204.86
3,5/3/2010,53.04,2.625,214.6751386,415202.04
3,12/3/2010,63.08,2.667,214.7027646,384200.69
3,19-03-2010,60.42,2.72,214.5301219,375328.59
3,26-03-2010,57.06,2.732,214.3241011,359949.27
3,2/4/2010,65.56,2.719,214.1180803,423294.4
3,9/4/2010,68,2.77,213.9120595,415870.28
3,16-04-2010,66.98,2.808,213.7726889,354993.26
3,23-04-2010,67.87,2.795,213.7221852,339976.65
3,30-04-2010,70.24,2.78,213.6716815,361248.39
3,7/5/2010,73.47,2.835,213.6211778,399323.86
3,14-05-2010,77.18,2.854,213.6196139,384357.94
3,21-05-2010,75.81,2.826,213.9116886,343763.17
3,28-05-2010,78.6,2.759,214.2037634,350089.23
3,4/6/2010,78.53,2.705,214.4958382,396968.8
3,11/6/2010,82.1,2.668,214.787913,355017.09
3,18-06-2010,83.52,2.637,214.7858259,364076.85
3,25-06-2010,83.79,2.653,214.6660741,357346.48
3,2/7/2010,82.2,2.669,214.5463222,381151.72
3,9/7/2010,81.75,2.642,214.4265704,349214.18
3,16-07-2010,84.32,2.623,214.4176476,352728.78
3,23-07-2010,83.32,2.608,214.5564968,352864.49
3,30-07-2010,82.04,2.64,214.695346,347955.05
3,6/8/2010,85.13,2.627,214.8341952,402635.76
3,13-08-2010,86.74,2.692,214.9730444,339597.38
3,20-08-2010,88.02,2.664,214.9314191,351728.21
3,27-08-2010,86.15,2.619,214.8897938,362134.09
3,3/9/2010,84.16,2.577,214.8481685,366473.97
3,10/9/2010,80.84,2.565,214.8065431,352260.97
3,17-09-2010,82.36,2.582,214.8322484,363064.64
3,24-09-2010,76.9,2.624,214.9084516,355626.87
3,1/10/2010,73.6,2.603,214.9846548,358784.1
3,8/10/2010,66.99,2.633,215.060858,395107.35
3,15-10-2010,69.71,2.72,215.1293114,345584.39
3,22-10-2010,71.64,2.725,215.17839,348895.98
3,29-10-2010,72.04,2.716,215.2274686,348591.74
3,5/11/2010,62.94,2.689,215.2765472,423175.56
3,12/11/2010,62.79,2.728,215.3256258,386635.03
3,19-11-2010,57.72,2.771,215.2074519,372545.32
3,26-11-2010,68.71,2.735,215.0614025,565567.84
3,3/12/2010,53.76,2.708,214.9153531,476420.77
3,10/12/2010,51.13,2.843,214.7693037,467642.03
3,17-12-2010,52.2,2.869,214.704919,498159.39
3,24-12-2010,57.16,2.886,214.7017828,605990.41
3,31-12-2010,53.2,2.943,214.6986466,382677.76
3,7/1/2011,53.35,2.976,214.6955104,378241.34
3,14-01-2011,44.76,2.983,214.7470729,381061.1
3,21-01-2011,50.74,3.016,215.1268275,350876.7
3,28-01-2011,48.71,3.01,215.5065821,364866.24
3,4/2/2011,45.95,2.989,215.8863367,438516.53
3,11/2/2011,43.57,3.022,216.2660913,430526.21
3,18-02-2011,61.58,3.045,216.5843571,432782.1
3,25-02-2011,67.4,3.065,216.8780275,397211.19
3,4/3/2011,65.11,3.288,217.1716979,437084.51
3,11/3/2011,61.29,3.459,217.4653683,404753.3
3,18-03-2011,69.47,3.488,217.7235226,392109.51
3,25-03-2011,72.94,3.473,217.9674705,380683.67
3,1/4/2011,68.76,3.524,218.2114184,374556.08
3,8/4/2011,72.55,3.622,218.4553663,384075.31
3,15-04-2011,75.88,3.743,218.6788642,366250.69
3,22-04-2011,76.91,3.807,218.851237,391860.04
3,29-04-2011,78.69,3.81,219.0236099,367405.4
3,6/5/2011,69.45,3.906,219.1959827,413042.12
3,13-05-2011,79.87,3.899,219.3683556,386312.68
3,20-05-2011,75.79,3.907,219.127216,364603.13
3,27-05-2011,84.41,3.786,218.8860765,369350.6
3,3/6/2011,84.29,3.699,218.6449369,394507.84
3,10/6/2011,84.84,3.648,218.4037974,391638.75
3,17-06-2011,86.96,3.637,218.3551748,403423.34
3,24-06-2011,84.94,3.594,218.45094,385520.71
3,1/7/2011,85.1,3.524,218.5467052,368962.72
3,8/7/2011,85.38,3.48,218.6424704,395146.24
3,15-07-2011,87.14,3.575,218.7275216,373454.33
3,22-07-2011,86.19,3.651,218.7857881,360617.37
3,29-07-2011,88.07,3.682,218.8440545,345381.29
3,5/8/2011,88.45,3.684,218.9023209,409981.25
3,12/8/2011,88.88,3.638,218.9605873,380376.85
3,19-08-2011,88.44,3.554,219.023271,379716.91
3,26-08-2011,87.67,3.523,219.0866908,366367.55
3,2/9/2011,89.12,3.533,219.1501106,375988.69
3,9/9/2011,81.72,3.546,219.2135305,377347.49
3,16-09-2011,83.63,3.526,219.3972867,375629.51
3,23-09-2011,80.19,3.467,219.7414914,365248.94
3,30-09-2011,82.58,3.355,220.085696,368477.93
3,7/10/2011,75.54,3.285,220.4299007,403342.4
3,14-10-2011,73.75,3.274,220.7486167,368282.57
3,21-10-2011,69.03,3.353,220.9144005,394976.36
3,28-10-2011,71.04,3.372,221.0801842,389540.62
3,4/11/2011,59.31,3.332,221.245968,459443.22
3,11/11/2011,61.7,3.297,221.4117517,407764.25
3,18-11-2011,63.91,3.308,221.6432852,398838.97
3,25-11-2011,68,3.236,221.9011185,556925.19
3,2/12/2011,54.97,3.172,222.1589519,472511.32
3,9/12/2011,49.26,3.158,222.4167852,468772.8
3,16-12-2011,57.95,3.159,222.6426418,510747.62
3,23-12-2011,53.41,3.112,222.8258628,551221.21
3,30-12-2011,48.29,3.129,223.0090839,410553.88
3,6/1/2012,52.42,3.157,223.1923049,398178.21
3,13-01-2012,51.86,3.261,223.3755259,367438.62
3,20-01-2012,56.2,3.268,223.4700552,365818.61
3,27-01-2012,58.06,3.29,223.5645845,349518.1
3,3/2/2012,59.33,3.36,223.6591137,424960.66
3,10/2/2012,51.65,3.409,223.753643,473292.47
3,17-02-2012,52.39,3.51,223.9170153,475591.08
3,24-02-2012,60.12,3.555,224.1320199,418925.47
3,2/3/2012,61.65,3.63,224.3470245,469752.56
3,9/3/2012,60.71,3.669,224.5620291,445162.05
3,16-03-2012,64,3.734,224.7166953,411775.8
3,23-03-2012,66.53,3.787,224.7909104,413907.25
3,30-03-2012,69.36,3.845,224.8651254,407488.84
3,6/4/2012,73.01,3.891,224.9393405,503232.13
3,13-04-2012,72.83,3.891,225.0135556,420789.74
3,20-04-2012,72.05,3.877,225.0689541,434822.13
3,27-04-2012,73.39,3.814,225.1243526,394616.11
3,4/5/2012,79.51,3.749,225.1797511,439913.57
3,11/5/2012,75.19,3.688,225.2351496,431985.36
3,18-05-2012,72.38,3.63,225.2512024,418112.76
3,25-05-2012,78.58,3.561,225.2515168,413701.29
3,1/6/2012,81.55,3.501,225.2518313,432268.53
3,8/6/2012,81.65,3.452,225.2521458,446336.8
3,15-06-2012,84.66,3.393,225.2644795,442074.79
3,22-06-2012,82.7,3.346,225.3068615,419497.95
3,29-06-2012,86.42,3.286,225.3492435,422965.33
3,6/7/2012,83.14,3.227,225.3916254,411206.5
3,13-07-2012,82.28,3.256,225.4340074,416913.1
3,20-07-2012,81.38,3.311,225.4438827,432424.85
3,27-07-2012,84.94,3.407,225.4537579,389427.9
3,3/8/2012,86.55,3.417,225.4636332,419990.29
3,10/8/2012,85.85,3.494,225.4735085,391811.6
3,17-08-2012,87.36,3.571,225.5558664,394918.83
3,24-08-2012,83.01,3.62,225.6925864,412449.67
3,31-08-2012,85.18,3.638,225.8293063,408838.73
3,7/9/2012,84.99,3.73,225.9660263,408229.73
3,14-09-2012,78.36,3.717,226.1122067,407589.16
3,21-09-2012,72.78,3.721,226.3151496,414392.09
3,28-09-2012,77.46,3.666,226.5180926,389813.02
3,5/10/2012,72.74,3.617,226.7210356,443557.65
3,12/10/2012,70.31,3.601,226.9239785,410804.39
3,19-10-2012,73.44,3.594,226.9688442,424513.08
3,26-10-2012,74.66,3.506,226.9873637,405432.7
4,5/2/2010,43.76,2.598,126.4420645,2135143.87
4,12/2/2010,28.84,2.573,126.4962581,2188307.39
4,19-02-2010,36.45,2.54,126.5262857,2049860.26
4,26-02-2010,41.36,2.59,126.5522857,1925728.84
4,5/3/2010,43.49,2.654,126.5782857,1971057.44
4,12/3/2010,49.63,2.704,126.6042857,1894324.09
4,19-03-2010,55.19,2.743,126.6066452,1897429.36
4,26-03-2010,39.91,2.752,126.6050645,1762539.3
4,2/4/2010,48.77,2.74,126.6034839,1979247.12
4,9/4/2010,54.16,2.773,126.6019032,1818452.72
4,16-04-2010,56.23,2.81,126.5621,1851519.69
4,23-04-2010,56.87,2.805,126.4713333,1802677.9
4,30-04-2010,53.04,2.787,126.3805667,1817273.28
4,7/5/2010,56.77,2.836,126.2898,2000626.14
4,14-05-2010,62.35,2.845,126.2085484,1875597.28
4,21-05-2010,67.4,2.82,126.1843871,1903752.6
4,28-05-2010,67.73,2.756,126.1602258,1857533.7
4,4/6/2010,70.83,2.701,126.1360645,1903290.58
4,11/6/2010,78.45,2.668,126.1119032,1870619.23
4,18-06-2010,81.53,2.635,126.114,1929736.35
4,25-06-2010,81.1,2.654,126.1266,1846651.95
4,2/7/2010,73.66,2.668,126.1392,1881337.21
4,9/7/2010,80.35,2.637,126.1518,1812208.22
4,16-07-2010,78.53,2.621,126.1498065,1898427.66
4,23-07-2010,79.78,2.612,126.1283548,1848426.78
4,30-07-2010,80.7,2.65,126.1069032,1796637.61
4,6/8/2010,76.53,2.64,126.0854516,1907638.58
4,13-08-2010,78.08,2.698,126.064,2007050.75
4,20-08-2010,78.83,2.671,126.0766452,1997181.09
4,27-08-2010,74.44,2.621,126.0892903,1848403.92
4,3/9/2010,76.8,2.584,126.1019355,1935857.58
4,10/9/2010,73.54,2.574,126.1145806,1865820.81
4,17-09-2010,64.91,2.594,126.1454667,1899959.61
4,24-09-2010,60.96,2.642,126.1900333,1810684.68
4,1/10/2010,63.96,2.619,126.2346,1842821.02
4,8/10/2010,67.73,2.645,126.2791667,1951494.85
4,15-10-2010,62.03,2.732,126.3266774,1867345.09
4,22-10-2010,64.17,2.736,126.3815484,1927610.06
4,29-10-2010,56.94,2.718,126.4364194,1933333
4,5/11/2010,51.6,2.699,126.4912903,2013115.79
4,12/11/2010,52.65,2.741,126.5461613,1999794.26
4,19-11-2010,48.05,2.78,126.6072,2097809.4
4,26-11-2010,48.08,2.752,126.6692667,2789469.45
4,3/12/2010,46.4,2.727,126.7313333,2102530.17
4,10/12/2010,42.4,2.86,126.7934,2302504.86
4,17-12-2010,46.57,2.884,126.8794839,2740057.14
4,24-12-2010,43.21,2.887,126.9835806,3526713.39
4,31-12-2010,38.09,2.955,127.0876774,1794868.74
4,7/1/2011,39.34,2.98,127.1917742,1862476.27
4,14-01-2011,31.6,2.992,127.3009355,1865502.46
4,21-01-2011,38.34,3.017,127.4404839,1886393.94
4,28-01-2011,40.6,3.022,127.5800323,1814240.85
4,4/2/2011,34.61,2.996,127.7195806,2119086.04
4,11/2/2011,33.29,3.033,127.859129,2187847.29
4,18-02-2011,48.17,3.058,127.99525,2316495.56
4,25-02-2011,49,3.087,128.13,2078094.69
4,4/3/2011,46.56,3.305,128.26475,2103455.75
4,11/3/2011,50.93,3.461,128.3995,2039818.41
4,18-03-2011,51.86,3.495,128.5121935,2116475.38
